link_ID,Kind_num,Kind,Width,Direction,Toll,Const_St,UndConCRID,SnodeID,EnodeID,FuncClass,Length,DetailCity,Through,UnThruCRID,Ownership,Road_Cond,Special,AdminCodeL,AdminCodeR,Uflag,OnewayCRID,AccessCRID,SpeedClass,LaneNumS2E,LaneNumE2S,LaneNum,Vehcl_Type,Elevated,Structure,UseFeeCRID,UseFeeType,SpdLmtS2E,SpdLmtE2S,SpdSrcS2E,SpdSrcE2S,DC_Type,NoPassCRID,OutBanCRID,NumBanCRID,ParkFlag,PHYLaneS2E,PHYLaneE2S,DThrough,DThruCRID,LaneNumSum,MobBriCRID,BusLaneS2E,BusLaneS2ECRID,BusLaneE2S,BusLaneE2SCRID,partition
6369550,1,0402,130,2,2,1,,662883,654200,3,0.027,1,1,,0,1,0,110102,110102,1,,,5,4.0,,3,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,4.0,,0,,4,,0,,0,,0
6328200,2,060a|0617,30,2,2,1,,655165,655166,4,0.032,1,1,,0,1,0,110101,110101,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
6142950,2,040a|0417,30,2,2,1,,654189,654190,5,0.026,1,1,,0,1,0,110102,110102,1,,,5,1.0,,1,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490454580,1,0602,55,2,2,1,,681563,46983436,4,0.007,1,1,,0,1,0,110101,110101,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
490454600,1,0602,30,2,2,1,,46983436,46983437,4,0.052,1,1,,0,1,0,110101,110101,1,,,5,1.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490454610,1,0602,30,2,2,1,,46983437,640148,4,0.006,1,1,,0,1,0,110101,110101,1,,,5,1.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490454910,2,0105|010b,55,2,2,1,,641723,46983454,2,0.184,1,1,,0,1,0,110105,110105,1,,,6,2.0,,2,11100001110000000000000000000000,0,0,,,400.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
490454920,2,0105|010b,55,2,2,1,,46983454,639708,2,0.056,1,1,,0,1,0,110105,110105,1,,,6,2.0,,1,11100001110000000000000000000000,0,0,,,400.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
90001609806060,1,0602,55,2,2,1,,9000160980603,671644,4,0.084,1,1,,0,1,0,110101,110101,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
877290290,2,0102|010c,130,2,2,1,,655006,74185915,2,0.077,1,1,,0,1,0,110101,110101,1,,,5,4.0,,3,11100001110000000000000000000000,0,0,,,600.0,,1.0,,1,,,,0,4.0,,0,,4,,0,,0,,0
6274950,1,0402,55,2,2,1,,639718,663397,4,0.012,1,1,,0,1,0,110101,110101,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
490456680,1,030a,55,2,2,1,,46983536,658939,2,0.045,1,1,,0,1,0,110101,110101,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
6296220,3,0105|010b|0117,55,2,2,1,,658940,658939,2,0.038,1,1,,0,1,0,110101,110101,1,,,6,2.0,,2,11100001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
6126890,1,030a,55,2,2,1,,644675,681711,2,0.048,1,1,,0,1,0,110101,110101,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
90001252581100,1,0804,55,1,2,1,,657377,657378,5,0.013,2,1,,0,1,0,110101,110101,1,,,7,1.0,1.0,1,11110001110000000000000000000000,0,0,,,150.0,150.0,0.0,0.0,0,,,,0,0.0,,0,,2,,0,,0,,0
490458970,1,030a,55,2,2,1,,669526,46983653,4,0.085,1,1,,0,1,0,110106,110106,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
490458990,2,0102|010c,130,2,2,1,,655013,46983654,2,0.122,1,1,,0,1,0,110106,110106,1,,,4,4.0,,3,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,4.0,,0,,4,,0,,0,,0
490459000,2,0102|010c,130,2,2,1,,46983654,680507,2,0.036,1,1,,0,1,0,110106,110106,1,,,4,4.0,,3,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,4.0,,0,,4,,0,,0,,0
490459020,1,030a,55,2,2,1,,46983656,655012,4,0.022,1,1,,0,1,0,110106,110106,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
490459140,1,0602,55,2,2,1,,655215,46983662,4,0.039,1,1,,0,1,0,110106,110106,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
6301880,2,0604|0616,30,1,2,1,,662311,662312,4,0.048,1,1,,0,1,0,110101,110101,1,,,5,1.0,1.0,1,11110001110000000000000000000000,0,0,,,600.0,600.0,0.0,0.0,1,,,,0,1.0,1.0,0,,1,,0,,0,,0
490459770,2,0102|010c,55,2,2,1,,660423,46983693,2,0.097,1,1,,0,1,0,110101,110101,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490459780,2,0102|010c,55,2,2,1,,46983693,684622,2,0.096,1,1,,0,1,0,110101,110101,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490462890,3,0103|010b|010c,30,2,2,1,,661914,46983841,3,0.082,1,1,,0,1,0,110101,110101,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,400.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
6345780,2,0105|010b,30,2,2,1,,661914,644688,4,0.015,1,1,,0,1,0,110101,110101,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,400.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490462900,3,0103|010b|010c,30,2,2,1,,46983841,661915,3,0.044,1,1,,0,1,0,110101,110101,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,400.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490462910,2,0105|010b,30,2,2,1,,640250,46983842,3,0.067,1,1,,0,1,0,110101,110101,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,200.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490462920,2,0105|010b,30,2,2,1,,46983842,655455,3,0.01,1,1,,0,1,0,110101,110101,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,200.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
6345860,3,0105|010b|0117,30,2,2,1,,661921,661919,4,0.052,1,1,,0,1,0,110101,110101,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490654290,3,0103|010b|010c,30,2,2,1,,545591,47003426,2,0.179,1,1,,0,1,0,110106,110106,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
4996550,2,0105|010b,55,2,2,1,,545591,559337,4,0.056,1,1,,0,1,0,110106,110106,1,,,6,3.0,,2,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490654300,3,0103|010b|010c,30,2,2,1,,47003426,546266,2,0.025,1,1,,0,1,0,110106,110106,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
5011630,3,0102|0103|010c,55,2,2,1,,559345,546266,2,0.069,1,1,,0,1,0,110106,110106,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490654310,2,0102|010c,130,2,2,1,,545572,47003427,2,0.234,1,1,,0,1,0,110102,110102,1,,,4,4.0,,3,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,4.0,,0,,4,,0,,0,,0
5053960,3,0105|010b|0117,30,2,2,1,,515295,515296,3,0.057,1,1,,0,1,0,110102,110102,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,0.0,0,,1,,0,,0,,0
90001197186140,1,060a,30,2,2,1,,47003429,9000119727190,5,0.057,1,1,,0,1,0,110102,110102,1,,,6,1.0,,1,11110001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,1,1.0,,0,,1,,0,,0,,0
90000875415650,2,0604|0616,30,2,2,1,,47003434,47003435,4,0.011,1,1,,0,1,0,110102,110102,1,,,6,1.0,,1,11110001110000000000000000000000,0,0,,,400.0,,0.0,,0,,,,0,1.0,,0,,1,,0,,0,,0
490654490,1,0602,55,2,2,1,,47003435,10000680929,4,0.003,1,1,,0,1,0,110102,110102,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,400.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,1
490655340,3,0105|010b|0117,30,2,2,4,9000205908888.0,547270,47003475,3,0.019,1,1,,0,1,0,110102,110102,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
490659070,1,0602,55,2,2,1,,542685,47003677,4,0.016,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,1,9000152285936.0,0,,0
490659190,1,0602,55,2,2,1,,47003677,47003684,4,0.115,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,1,9000129667287.0,0,,0
90001778329590,1,0602,55,2,2,1,,9000177842987,523202,4,0.017,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490659430,1,0602,55,2,2,1,,523202,47003694,4,0.026,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490659440,1,0602,55,2,2,1,,47003694,553079,4,0.027,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490659570,2,0102|010c,55,2,2,1,,47003699,47003697,2,0.071,1,1,,0,1,0,110102,110102,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
4996330,2,0102|010c,55,2,2,1,,559329,547176,2,0.111,1,1,,0,1,0,110102,110102,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490659600,2,0102|010c,55,2,2,1,,10000548277,47003701,2,0.061,1,1,,0,1,0,110102,110102,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490659690,1,0602,55,2,2,1,,513372,47003706,4,0.041,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490659700,1,0602,55,2,2,1,,47003706,547190,4,0.017,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490659960,2,0604|0616,30,1,2,1,,47003715,47003716,4,0.012,1,1,,0,1,0,110102,110102,1,,,5,1.0,1.0,1,11110001110000000000000000000000,0,0,,,600.0,600.0,0.0,0.0,1,,,,0,1.0,1.0,0,,1,,0,,0,,0
90000469409050,1,0401,130,1,2,1,,534203,40382434,4,0.067,1,1,,0,1,0,110102,110102,1,,,6,2.0,2.0,2,11110001110000000000000000000000,0,0,,,500.0,500.0,0.0,0.0,1,,,,0,2.0,2.0,0,,4,,0,,0,,0
490890020,1,0804,30,1,2,1,,535328,47026281,5,0.008,1,1,,0,1,0,110102,110102,1,,,7,1.0,1.0,1,11110001110000000000000000000000,0,0,,,150.0,150.0,0.0,0.0,1,,,,0,1.0,1.0,0,,1,,0,,0,,0
603949810,1,0602,130,2,2,1,,535328,23833052,3,0.007,1,1,,0,1,0,110102,110102,1,,,5,4.0,,3,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,4,,0,,0,,0
490890060,1,0602,55,2,2,1,,537191,47026283,3,0.011,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490890070,1,0602,55,2,2,1,,47026283,535328,3,0.051,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490890130,1,030a,55,2,2,1,,527540,47026287,2,0.006,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
490890140,1,030a,55,2,2,1,,47026287,527541,2,0.117,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
5777320,1,0601,55,1,2,1,,714706,725369,4,0.057,1,1,,0,1,0,110101,110101,1,,,6,1.0,1.0,1,11110001110000000000000000000000,0,0,,,400.0,400.0,0.0,0.0,1,,,,0,1.0,1.0,0,,2,,0,,0,,0
491431860,1,030a,55,2,2,1,,25918503,740021,3,0.039,1,1,,0,1,0,110101,110101,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
491432220,1,0338,55,2,2,1,,779816,46981933,2,0.059,1,1,,0,1,0,110102,110102,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
491432250,1,0301,55,2,2,1,,46981934,781029,2,0.038,1,1,,0,1,0,110102,110102,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
491432380,2,0102|010c,55,2,2,1,,738629,46981944,2,0.042,1,1,,0,1,0,110101,110101,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
491432430,1,030a,55,2,2,1,,46981946,46981947,3,0.024,1,1,,0,1,0,110101,110101,1,,,7,2.0,,2,11110001110000000000000000000000,0,0,,,300.0,,1.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
491432460,1,030a,55,2,2,1,,759870,46981948,3,0.097,1,1,,0,1,0,110101,110101,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
491432470,1,030a,55,2,2,1,,46981948,759899,3,0.03,1,1,,0,1,0,110101,110101,1,,,6,2.0,,2,11110001110000000000000000000000,0,0,,,500.0,,1.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
491432750,1,0601,55,1,2,1,,46981962,778673,5,0.006,1,1,,0,1,0,110105,110105,1,,,6,1.0,2.0,1,11110001110000000000000000000000,0,0,,,400.0,400.0,0.0,0.0,1,,,,0,1.0,2.0,0,,3,,0,,0,,0
491432770,1,0601,55,1,2,1,,778673,46981964,5,0.037,1,1,,0,1,0,110105,110105,1,,,6,1.0,2.0,1,11110001110000000000000000000000,0,0,,,400.0,400.0,0.0,0.0,1,,,,0,1.0,2.0,0,,3,,0,,0,,0
90000329328640,1,0602,30,2,2,1,,46981964,9000032944483,5,0.011,1,1,,0,1,0,110105,110105,1,,,6,1.0,,1,11110001110000000000000000000000,0,0,,,400.0,,0.0,,0,,,,0,1.0,,0,,1,,0,,0,,0
491433330,2,0102|010c,55,2,2,1,,752769,46981992,2,0.247,1,1,,0,1,0,110101,110101,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
491433340,2,0102|010c,55,2,2,1,,46981992,781039,2,0.136,1,1,,0,1,0,110101,110101,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
491433350,3,0105|010b|0117,30,2,2,1,,737069,46981993,3,0.01,1,1,,0,1,0,110101,110101,1,,,7,1.0,,1,11100001110000000000000000000000,0,0,,,300.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
491433360,3,0105|010b|0117,30,2,2,1,,46981993,737068,3,0.008,1,1,,0,1,0,110101,110101,1,,,7,1.0,,1,11100001110000000000000000000000,0,0,,,300.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
5822960,2,0102|010c,55,2,2,1,,738589,737068,2,0.105,1,1,,0,1,0,110101,110101,1,,,4,3.0,,2,11100001110000000000000000000000,0,0,,,800.0,,1.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
491435000,1,030a,55,2,2,1,,773657,46982072,3,0.083,1,1,,0,1,0,110101,110101,1,,,7,2.0,,2,11110001110000000000000000000000,0,0,,,300.0,,1.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
491435030,1,0301,55,2,2,1,,46982073,742002,3,0.033,1,1,,0,1,0,110101,110101,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
491436210,2,030a|0317,30,2,2,1,,779760,46982134,5,0.012,1,1,,0,1,0,110105,110105,1,,,6,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
491436230,1,0302,55,2,2,1,,46982135,779758,3,0.052,1,1,,0,1,0,110105,110105,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,1,9000129627569.0,0,,0
491436390,1,0602,55,2,2,1,,46982144,775196,4,0.014,1,1,,0,1,0,110105,110105,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
491436960,1,0601,55,1,2,1,,749767,46982177,4,0.063,1,1,,0,1,0,110105,110105,1,,,6,1.0,1.0,1,11110001110000000000000000000000,0,0,,,400.0,400.0,0.0,0.0,1,,,,1,1.0,2.0,0,,2,,0,,0,,0
491436970,1,0601,55,1,2,1,,46982177,740771,4,0.029,1,1,,0,1,0,110105,110105,1,,,6,1.0,1.0,1,11110001110000000000000000000000,0,0,,,400.0,500.0,0.0,0.0,1,,,,0,1.0,1.0,0,,2,,0,,0,,0
491436980,1,080a,30,2,2,1,,753455,46982179,5,0.093,1,0,,0,1,0,110105,110105,1,,,7,1.0,,1,00011010000000000000000000000000,0,0,,,150.0,,0.0,,1,,,,0,1.0,,1,,1,,0,,0,,0
491437000,1,0804,55,1,2,1,,753461,46982179,5,0.006,1,0,,0,1,0,110105,110105,1,,,7,1.0,1.0,1,11110001110000000000000000000000,0,0,,,150.0,150.0,0.0,0.0,1,,,,0,1.0,1.0,0,,2,,0,,0,,0
6693770,1,0604,55,1,2,1,,753455,753463,4,0.007,1,1,,0,1,0,110105,110105,1,,,6,1.0,1.0,1,11110001110000000000000000000000,0,0,,,400.0,400.0,0.0,0.0,1,,,,0,1.0,1.0,0,,2,,0,,0,,0
6706460,1,0602,55,2,2,1,,753455,765659,4,0.01,1,1,,0,1,0,110105,110105,1,,,5,2.0,,2,11100001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
90001175707540,2,0604|0616,30,1,2,1,,765658,765659,4,0.008,1,1,,0,1,0,110105,110105,1,,,5,1.0,1.0,1,11110001110000000000000000000000,0,0,,,600.0,600.0,0.0,0.0,0,,,,0,1.0,,0,,1,,0,,0,,0
6708560,1,0602,55,2,2,1,,753461,753474,4,0.099,1,1,,0,1,0,110105,110105,1,,,5,2.0,,2,11100001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
6708580,1,0804,30,1,2,1,,753472,753474,5,0.006,1,1,,0,1,0,110105,110105,1,,,7,1.0,1.0,1,11110001110000000000000000000000,0,0,,,150.0,150.0,0.0,0.0,1,,,,0,1.0,1.0,0,,1,,0,,0,,0
4917840,1,0602,55,2,2,1,,512601,512597,4,0.077,1,1,,0,1,0,110102,110102,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,,0,,2,,0,,0,,0
491895420,2,0105|010b,30,2,2,1,,645362,46983897,4,0.195,1,1,,0,1,0,110105,110105,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
491895430,2,0105|010b,30,2,2,1,,46983897,639615,4,0.023,1,1,,0,1,0,110105,110105,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
6265880,1,0300,30,2,2,1,,9000182243168,658172,4,0.02,1,1,,0,1,0,110101,110101,1,,,6,1.0,,1,11110001110000000000000000000000,0,0,,,500.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
491895580,2,0105|010b,30,2,2,1,,639681,46983905,4,0.114,1,1,,0,1,0,110101,110101,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,200.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
491895590,2,0105|010b,30,2,2,1,,46983905,640249,4,0.029,1,1,,0,1,0,110101,110101,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,200.0,,1.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
4934580,2,0604|0616,30,1,2,1,,558038,558040,4,0.011,1,1,,0,1,0,110102,110102,1,,,5,1.0,1.0,1,11110001110000000000000000000000,0,0,,,600.0,600.0,0.0,0.0,1,,,,0,1.0,1.0,0,,1,,0,,0,,0
90001772821490,1,0602,130,2,2,1,,753476,9000177279627,4,0.057,1,1,,0,1,0,110105,110105,1,,,5,4.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,4.0,,0,,4,,0,,0,,1
6708610,1,0602,55,2,2,1,,753464,753476,4,0.103,1,1,,0,1,0,110105,110105,1,,,5,2.0,,2,11110001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,2.0,0.0,0,,2,,0,,0,,0
4932670,1,0302,130,2,2,1,,546341,513309,3,0.075,1,1,,0,1,0,110102,110102,1,,,5,5.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,5.0,0.0,0,,5,,0,,0,,0
4933120,1,0302,130,2,2,1,,545820,513348,3,0.035,1,1,,0,1,0,110102,110102,1,,,5,5.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,5.0,0.0,0,,5,,1,9000147993166.0,0,,0
4933180,1,0302,130,2,2,1,,545450,513355,3,0.076,1,1,,0,1,0,110102,110102,1,,,5,5.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,5.0,0.0,0,,5,,0,,0,,0
4933210,1,0302,130,2,2,1,,513355,513337,3,0.064,1,1,,0,1,0,110102,110102,1,,,5,5.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,5.0,,0,,5,,0,,0,,0
4933250,1,0302,130,2,2,1,,545454,513359,3,0.022,1,1,,0,1,0,110102,110102,1,,,5,5.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,5.0,,0,,5,,1,9000130357524.0,0,,0
4933430,1,0602,55,2,2,1,,513375,513372,4,0.047,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,0.0,0,,3,,0,,0,,1
4933510,1,0601,30,2,2,1,,513386,545305,5,0.029,1,1,,0,1,0,110102,110102,1,,,5,1.0,,1,11111011110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
4948330,1,0602,55,2,2,1,,513386,513389,4,0.061,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,0.0,0,,3,,0,,0,,0
4933550,1,0601,30,2,2,1,,545305,513389,5,0.036,1,1,,0,1,0,110102,110102,1,,,5,1.0,,1,11100001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,1.0,,0,,1,,0,,0,,0
4933520,1,0602,130,2,2,1,,513389,548453,4,0.023,1,1,,0,1,0,110102,110102,1,,,5,4.0,,3,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,4.0,,0,,4,,0,,0,,0
4935010,1,0302,130,2,2,1,,558053,519967,3,0.045,1,1,,0,1,0,110102,110102,1,,,5,5.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,5.0,,0,,5,,1,9000129630818.0,0,,0
4935110,1,0302,130,2,2,1,,513337,558053,3,0.04,1,1,,0,1,0,110102,110102,1,,,5,5.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,5.0,,0,,5,,0,,0,,0
4935290,1,0602,55,2,2,1,,547322,558061,4,0.017,1,1,,0,1,0,110102,110102,1,,,5,3.0,,2,11100001110000000000000000000000,0,0,,,700.0,,0.0,,1,,,,0,3.0,,0,,3,,0,,0,,0
90000895275930,2,0604|0616,30,2,2,1,,558059,558061,4,0.015,1,1,,0,1,0,110102,110102,1,,,5,1.0,,1,11110001110000000000000000000000,0,0,,,700.0,,0.0,,0,,,,0,1.0,,0,,1,,0,,0,,0
569396680,1,0602,55,2,2,1,,20978995,558064,4,0.037,1,1,,0,1,0,110102,110102,1,,,5,2.0,,2,11100001110000000000000000000000,0,0,,,600.0,,0.0,,1,,,,0,3.0,,0,,2,,0,,0,,0
4936470,1,0302,130,2,2,1,,519910,563243,3,0.032,1,1,,0,1,0,110102,110102,1,,,5,4.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,4.0,0.0,0,,4,,1,9000129588276.0,0,,0
4936480,1,0302,130,2,2,1,,563243,545453,3,0.114,1,1,,0,1,0,110102,110102,1,,,5,4.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,4.0,0.0,0,,4,,1,9000129591189.0,0,,0
4951130,1,0302,130,2,2,1,,545823,563249,3,0.131,1,1,,0,1,0,110102,110102,1,,,5,4.0,,3,11110001110000000000000000000000,0,0,,,700.0,,1.0,,1,,,,0,4.0,,0,,4,,1,9000129637649.0,0,,0
